Ortholog	Species	Method	Ka	Ks	KaKs	p_val	Length	S_Sites	N_Sites	Fold_Sites	Substitutions	S_Substitutions	N_Substitutions	Fold_S_Substitutions	Fold_N_Substitutions	Divergence_Time	Substitution_Rate_Ratio	GC	ML_Score	AICc	Akaike_Weight	Model
Pa_6_7270	bellae-mahoneyi	MA	0.0250603	0.0547691	0.457563	5.20811e-05	3372	962.311	2409.69	NA	109	50.7977	58.2023	NA	NA	0.0335387	3.58893:4.69997:1.73415:2.59072:0.460563:1	0.251776(0.279307:0.20071:0.275311)	-5084.98	NA	NA	NA
Pa_7_10370	pauciseta	MA	0.0216895	0.0212563	1.02038	1	3870	980.789	2889.21	NA	82	20.4701	61.5299	NA	NA	0.0215797	3.48066:3.67217:2.96937:2.97933:0.836098:1	0.233501(0.264347:0.1901:0.246055)	-5644.43	NA	NA	NA
Pa_7_10370	pseudoanserina	MA	0.0290829	0.0314341	0.925202	0.662097	3867	1001.41	2865.59	NA	112	30.7057	81.2943	NA	NA	0.0296918	2.88446:2.95446:2.09352:2.10938:0.698713:1	0.233142(0.264706:0.1901:0.24462)	-5788.31	NA	NA	NA
Pa_7_10370	pseudopauciseta	MA	0.0361261	0.0385531	0.937047	0.696275	4068	1012.2	3055.8	NA	145	37.8698	107.13	NA	NA	0.03673	3.07504:3.18243:2.68593:2.7004:1.37428:1	0.246174(0.277618:0.199426:0.261478)	-6208.85	NA	NA	NA
Pa_7_10370	pseudocomata	MA	0.0351791	0.0268736	1.30906	0.212534	3864	1005.2	2858.8	NA	124	26.2545	97.7455	NA	NA	0.0330185	3.95502:3.97905:2.95251:2.93917:0.942711:1	0.233142(0.261836:0.188666:0.248924)	-5834.85	NA	NA	NA
Pa_7_10370	bellae-mahoneyi	MA	0.069866	0.0577705	1.20937	0.297477	2955	749.719	2205.28	NA	187	41.0327	145.967	NA	NA	0.0667972	3.13377:2.91831:2.50182:2.49451:1.21678:1	0.181731(0.205165:0.148135:0.191894)	-4819.12	NA	NA	NA
Pa_7_10370	comata	MA	0.0399269	0.0465518	0.857689	0.315392	4080	1048.16	3031.84	NA	164	47.1145	116.886	NA	NA	0.0416289	3.60848:3.38091:2.72714:2.70994:1.00747:1	0.238522(0.267575:0.193329:0.254663)	-6294.04	NA	NA	NA
Pa_2_10340	pauciseta	MA	0.0259865	0.0756717	0.343411	5.14593e-07	2235	603.025	1631.97	NA	84	43.5374	40.4626	NA	NA	0.0393921	3.92468:4.46754:2.91331:2.85695:0.974995:1	0.262411(0.296543:0.198803:0.291888)	-3392.76	NA	NA	NA
Pa_2_10340	pseudopauciseta	MA	0.0312403	0.0683889	0.456803	0.000190751	2235	603.869	1631.13	NA	88	39.3932	48.6068	NA	NA	0.0412774	7.12026:7.22357:5.76909:5.40188:1.48319:1	0.259973(0.293883:0.195479:0.290559)	-3406.79	NA	NA	NA
Pa_2_10340	pseudoanserina	MA	0.0236909	0.0649151	0.364952	9.9877e-06	2235	585.578	1649.42	NA	74	36.4896	37.5104	NA	NA	0.0344918	4.91925:4.92535:4.31861:4.30678:0.959607:1	0.261746(0.295878:0.196809:0.292553)	-3350.19	NA	NA	NA
Pa_2_10340	comata	MA	0.0222889	0.0624594	0.356854	7.54629e-06	2235	601.922	1633.08	NA	71	36.0739	34.9261	NA	NA	0.0331075	4.5972:4.55281:3.4874:3.22758:1.10673:1	0.249778(0.283245:0.189495:0.276596)	-3337.94	NA	NA	NA
Pa_2_10340	pseudocomata	MA	0.0235528	0.0614948	0.383005	5.35825e-05	2235	587.509	1647.49	NA	72	34.7152	37.2848	NA	NA	0.0335265	7.0862:7.0948:6.33178:6.18597:1.67615:1	0.264406(0.299867:0.196809:0.296543)	-3341.78	NA	NA	NA
Pa_2_10340	bellae-mahoneyi	MA	0.0259887	0.075552	0.343984	6.04807e-07	2235	584.888	1650.11	NA	83	42.1221	40.8779	NA	NA	0.0389591	5.85906:5.64442:4.99309:4.98751:1.42995:1	0.265957(0.299867:0.196144:0.301862)	-3383.84	NA	NA	NA
Pa_6_7950+Pa_6_7955	comata	MA	0.0382401	0.066305	0.576729	0.00626334	2355	640.864	1714.14	NA	103	40.5098	62.4902	NA	NA	0.0458773	4.00978:4.14989:2.69996:2.84268:0.286237:1	0(0:0:0)	-3626.65	NA	NA	NA
Pa_6_7950+Pa_6_7955	pseudocomata	MA	0.0289101	0.0567313	0.509596	0.00260793	2355	661.12	1693.88	NA	83	35.9985	47.0015	NA	NA	0.0367203	3.78471:4.24712:2.14409:2.24037:0.226011:1	0(0:0:0)	-3545.11	NA	NA	NA
Pa_6_7950+Pa_6_7955	pauciseta	MA	0.00140003	0.00403885	0.34664	0.132167	2355	652.323	1702.68	NA	5	2.62496	2.37504	NA	NA	0.00213097	22.0553:30:17.972:17.972:0.01:1	0(0:0:0)	-3160.93	NA	NA	NA
Pa_6_7950+Pa_6_7955	pseudopauciseta	MA	0.0359913	0.0536499	0.670856	0.0716382	2355	636.383	1718.62	NA	92	32.7202	59.2798	NA	NA	0.0407631	3.65608:3.57304:2.51454:2.55584:0.143949:1	0(0:0:0)	-3589.48	NA	NA	NA
Pa_6_7950+Pa_6_7955	pseudoanserina	MA	0.0355118	0.0478278	0.742493	0.176794	2355	626.519	1728.48	NA	88	28.8673	59.1327	NA	NA	0.0387883	4.1147:4.14977:3.09658:3.12577:0.530173:1	0(0:0:0)	-3573.76	NA	NA	NA
PaPnt1	pseudocomata	MA	0.0275652	0.0272078	1.01314	0.86814	1905	459.065	1445.93	NA	51	12.1686	38.8314	NA	NA	0.027479	4.75327:4.72135:4.964:5.10516:2.38553:1	0.274633(0.291667:0.227201:0.305031)	-2804.2	NA	NA	NA
PaPnt1	pauciseta	MA	NA	NA	NA	NA	1905	431.132	1473.87	NA	0	NA	NA	NA	NA	NA	0.4974:0.465624:0.502822:0.4941:0.362272:1	0.275681(0.293239:0.225629:0.308176)	-2517.49	NA	NA	NA
PaPnt1	comata	MA	0.053718	0.0808806	0.664164	0.0499815	1722	411.031	1310.97	NA	98	31.4271	66.5729	NA	NA	0.0602016	3.76952:4.01367:3.61237:3.60244:2.13111:1	0.230346(0.249214:0.187893:0.253931)	-2736.19	NA	NA	NA
PaPnt1	bellae-mahoneyi	MA	0.0599376	0.101039	0.593213	0.00378346	1905	479.655	1425.35	NA	125	45.2441	79.7559	NA	NA	0.0702864	4.10821:4.09754:3.35605:3.22338:1.60122:1	0.271226(0.288522:0.226415:0.298742)	-3106.88	NA	NA	NA
Pa_7_3550	pauciseta	MA	0.000544739	0.00161025	0.338295	0.321373	2637	530.155	2106.84	NA	2	0.853101	1.1469	NA	NA	0.000758955	3.05199:0.695488:0.509079:0.509079:14.0424:1	0.264283(0.299659:0.204881:0.288309)	-3517.23	NA	NA	NA
Pa_7_3550	pseudopauciseta	MA	0.0165361	0.0521719	0.316955	3.11399e-06	2634	651.372	1982.63	NA	65	33.0833	31.9167	NA	NA	0.0253486	2.17526:2.20312:1.98888:2.14116:0.684116:1	0.263337(0.297389:0.203746:0.288876)	-3857.6	NA	NA	NA
Pa_7_3550	pseudocomata	MA	0.0178046	0.0424951	0.41898	0.00059946	2628	681.205	1946.8	NA	62	28.2153	33.7847	NA	NA	0.0242046	3.1953:2.88814:2.33401:2.33254:0.668057:1	0.263905(0.296822:0.204881:0.290011)	-3834.57	NA	NA	NA
Pa_7_3550	pseudoanserina	MA	0.0165669	0.0489013	0.338782	1.62064e-05	2628	685.101	1942.9	NA	64	32.6404	31.3596	NA	NA	0.0249963	2.30294:1.98464:1.40551:1.39934:0.635699:1	0.262013(0.295119:0.204313:0.286606)	-3849.31	NA	NA	NA
Pa_7_3550	bellae-mahoneyi	MA	0.0214056	0.0525278	0.40751	6.93181e-05	2634	672.684	1961.32	NA	75	34.2754	40.7246	NA	NA	0.0293538	2.94213:2.73926:2.33723:2.35365:0.818328:1	0.263526(0.297389:0.207719:0.285471)	-3903.03	NA	NA	NA
Pa_7_3550	comata	MA	0.0371035	0.0553119	0.670805	0.0517237	2634	662.935	1971.07	NA	106	35.3986	70.6014	NA	NA	0.0416863	2.16626:2.04146:1.69761:1.70018:0.862078:1	0.254824(0.287741:0.200908:0.275823)	-4054.27	NA	NA	NA
Pa_6_8850+Pa_6_8860	comata	MA	0.0121012	0.0300187	0.403121	0.00246682	2607	688.4	1918.6	NA	43	20.2494	22.7506	NA	NA	0.0168324	4.72522:5.43521:2.97173:2.95932:0.670197:1	0.26954(0.286207:0.210345:0.312069)	-3703.73	NA	NA	NA
Pa_6_8850+Pa_6_8860	bellae-mahoneyi	MA	0.0164321	0.0208299	0.788872	0.384852	2607	653.153	1953.85	NA	45	13.3935	31.6065	NA	NA	0.0175339	3.90677:3.89291:3.22459:3.2573:0.705508:1	0.272989(0.287931:0.212644:0.318391)	-3724.19	NA	NA	NA
PaFnt1	pauciseta	MA	0.0325038	0.0948591	0.342653	4.02628e-07	1854	460.841	1393.16	NA	84	41.26	42.74	NA	NA	0.0480032	4.55855:4.6759:3.59141:3.54558:1.17897:1	0.25321(0.28174:0.191155:0.286733)	-2838.32	NA	NA	NA
PaFnt1	comata	MA	0.0552208	0.0887271	0.622367	0.0142484	1908	475.283	1432.72	NA	115	39.9848	75.0152	NA	NA	0.0635672	2.35514:2.32807:1.71994:1.73075:0.546952:1	0.243462(0.266049:0.191155:0.273181)	-3066.93	NA	NA	NA
PaFnt1	pseudoanserina	MA	0.0563115	0.0960629	0.586194	0.00438594	1926	479.011	1446.99	NA	120	43.3093	76.6907	NA	NA	0.066198	2.82915:2.82158:2.01905:2.03419:0.440105:1	0.262007(0.287447:0.199715:0.298859)	-3109.1	NA	NA	NA
PaFnt1	pseudocomata	MA	0.0464403	0.0936077	0.496117	0.000480498	1923	484.542	1438.46	NA	106	42.8661	63.1339	NA	NA	0.0583252	2.94315:2.86647:1.99304:2.004:0.460049:1	0.264384(0.292439:0.201141:0.299572)	-3045.75	NA	NA	NA
PaFnt1	bellae-mahoneyi	MA	0.0354402	0.0902364	0.392748	5.23777e-06	1926	494.78	1431.22	NA	90	42.1333	47.8667	NA	NA	0.0495171	5.25578:4.90941:3.38829:3.38533:0.700166:1	0.259154(0.287447:0.198288:0.291726)	-2972.37	NA	NA	NA
PaFnt1	pseudopauciseta	MA	0.054621	0.0863232	0.63275	0.0135109	1926	478.986	1447.01	NA	114	39.1546	74.8454	NA	NA	0.0625052	2.71133:2.70841:1.9609:1.96042:0.633471:1	0.263671(0.291013:0.201141:0.298859)	-3088.09	NA	NA	NA
Pa_3_8170	pauciseta	MA	0.0180089	0.0369375	0.487552	0.00435481	2721	700.69	2020.31	NA	61	25.3557	35.6443	NA	NA	0.0228833	2.8249:3.01303:2.4626:2.46737:0.725302:1	0(0:0:0)	-3985.85	NA	NA	NA
Pa_3_8170	pseudopauciseta	MA	0.218598	0.471052	0.464063	1.70769e-25	2703	681.995	2021	NA	601	253.032	347.968	NA	NA	0.282294	1.96312:1.94396:1.57282:1.72257:0.675587:1	0(0:0:0)	-5647.57	NA	NA	NA
Pa_3_8170	pseudocomata	MA	0.217795	0.485185	0.44889	3.84447e-28	2703	686.955	2016.05	NA	605	261.07	343.93	NA	NA	0.285751	1.84614:1.81761:1.45245:1.60715:0.594939:1	0(0:0:0)	-5653.12	NA	NA	NA
Pa_3_8170	comata	MA	0.225698	0.476102	0.474053	8.40933e-25	2703	686.11	2016.89	NA	613	256.107	356.893	NA	NA	0.289258	1.76972:1.76231:1.41942:1.55259:0.571277:1	0(0:0:0)	-5680.56	NA	NA	NA
Pa_3_8170	pseudoanserina	MA	0.220111	0.468149	0.470174	9.15145e-25	2703	680.37	2022.63	NA	602	251.069	350.931	NA	NA	0.282545	1.93059:1.90597:1.5337:1.69168:0.647501:1	0(0:0:0)	-5648.04	NA	NA	NA
Pa_3_8170	bellae-mahoneyi	MA	0.21715	0.470376	0.461652	8.20775e-26	2703	682.96	2020.04	NA	599	253.228	345.772	NA	NA	0.281132	1.69292:1.66071:1.33083:1.4632:0.588448:1	0(0:0:0)	-5645.02	NA	NA	NA
Pa_2_8310	pauciseta	MA	0.00999201	0.0195546	0.51098	0.00315688	6243	1740.24	4502.76	NA	78	33.5898	44.4102	NA	NA	0.0126576	3.62404:4.12048:2.31482:2.43862:0.52088:1	0.255241(0.291647:0.207873:0.266203)	-8852.87	NA	NA	NA
Pa_2_8310	comata	MA	0.0265402	0.04231	0.62728	0.00190023	6243	1691	4552	NA	187	69.5538	117.446	NA	NA	0.0308117	3.60321:4.39507:2.27777:2.71247:1.32369:1	0.24724(0.280365:0.204273:0.257081)	-9377.94	NA	NA	NA
Pa_2_8310	pseudopauciseta	MA	0.0250874	0.0433128	0.579214	0.000298025	6243	1747.81	4495.19	NA	183	73.5036	109.496	NA	NA	0.0301898	3.56988:4.08302:2.04986:2.30841:0.77199:1	0.254921(0.290687:0.208833:0.265242)	-9357.16	NA	NA	NA
Pa_2_8310	pseudocomata	MA	0.0273174	0.0376821	0.724944	0.0317029	6243	1811.96	4431.04	NA	184	66.3587	117.641	NA	NA	0.0303256	4.05376:5.36678:1.82059:1.90015:0.864623:1	0.255401(0.290687:0.207873:0.267643)	-9346.91	NA	NA	NA
Pa_2_8310	pseudoanserina	MA	0.0261004	0.0421645	0.619014	0.00163167	6243	1774.11	4468.89	NA	186	72.6773	113.323	NA	NA	0.0306655	3.3348:4.32872:1.34553:1.87672:1.05432:1	0.255081(0.289966:0.209073:0.266203)	-9363.13	NA	NA	NA
Pa_2_8310	bellae-mahoneyi	MA	0.0268485	0.0400882	0.669735	0.00744857	6243	1732.33	4510.67	NA	185	67.4232	117.577	NA	NA	0.0305223	4.2554:4.60535:2.78377:3.05221:0.670586:1	0.254761(0.288286:0.211474:0.264522)	-9367.88	NA	NA	NA
Pa_4_4680	bellae-mahoneyi	MA	0.0248426	0.0403435	0.615779	0.00843969	4452	1235.92	3216.08	NA	126	48.4176	77.5824	NA	NA	0.0291458	3.95329:3.74372:2.52703:2.56427:0.569464:1	0.252843(0.294983:0.196656:0.26689)	-6603.39	NA	NA	NA
Pa_4_4680	pseudocomata	MA	0.0223961	0.0198299	1.12941	0.650465	4443	1350.94	3092.06	NA	94	26.2203	67.7797	NA	NA	0.0216158	6.65495:4.96994:2.49105:2.48286:1.24634:1	0.253512(0.296656:0.195987:0.267893)	-6435.64	NA	NA	NA
Pa_4_4680	pseudopauciseta	MA	0.031982	0.0235627	1.35731	0.18041	4281	1145.92	3135.08	NA	124	26.3078	97.6922	NA	NA	0.0297284	3.57633:3.72931:2.54534:2.53996:0.855461:1	0.242252(0.279599:0.19097:0.256187)	-6381.09	NA	NA	NA
Pa_4_4680	pseudoanserina	MA	0.0319298	0.0238377	1.33947	0.150786	4284	1162.36	3121.64	NA	124	26.9724	97.0276	NA	NA	0.0297342	3.91162:4.13317:2.67168:2.66935:0.813113:1	0.242698(0.280268:0.191304:0.256522)	-6381.63	NA	NA	NA
Pa_4_4680	pauciseta	MA	0.018487	0.0204584	0.903638	0.707048	4443	1185.11	3257.89	NA	83	23.8224	59.1776	NA	NA	0.0190128	4.94544:4.86875:3.90146:3.91554:1.2262:1	0.254515(0.293645:0.198328:0.271572)	-6395.12	NA	NA	NA
Pa_4_4680	comata	MA	0.0214426	0.0263544	0.813626	0.321644	3813	1022.28	2790.72	NA	85	26.3885	58.6115	NA	NA	0.0227595	3.62779:4.42257:2.40383:2.43628:0.956018:1	0.208361(0.241806:0.16087:0.222408)	-5550.2	NA	NA	NA
Pa_5_8530	comata	MA	0.0137945	0.0240862	0.572716	0.0395524	3675	1004.91	2670.09	NA	60	23.7932	36.2068	NA	NA	0.0166087	4.45484:4.61085:3.40744:3.57337:0.378166:1	0.250605(0.27724:0.193301:0.281275)	-5247.02	NA	NA	NA
Pa_5_8530	bellae-mahoneyi	MA	0.0157047	0.0206319	0.761185	0.318652	3696	1035.99	2660.01	NA	62	20.9855	41.0145	NA	NA	0.0170858	4.65563:8.09446:2.04857:2.6735:1.41187:1	0.267151(0.294996:0.201372:0.305085)	-5278.39	NA	NA	NA
Pa_5_8530	pauciseta	MA	0.00694545	0.0172838	0.401848	0.00789388	3696	1042.73	2653.27	NA	36	17.7996	18.2004	NA	NA	0.00986214	5.82067:7.12705:3.4787:3.48728:0.421652:1	0.267285(0.294592:0.202583:0.304681)	-5142.73	NA	NA	NA
Pa_5_8530	pseudopauciseta	MA	0.011631	0.0224143	0.518912	0.0194023	3696	1005.75	2690.25	NA	53	22.1941	30.8059	NA	NA	0.0145653	4.55828:5.36337:3.41808:3.42889:0.545767:1	0.267285(0.296207:0.202583:0.303067)	-5235.55	NA	NA	NA
Pa_5_8530	pseudoanserina	MA	0.0106152	0.0233547	0.454522	0.00597042	3696	988.437	2707.56	NA	51	22.7167	28.2833	NA	NA	0.0140222	5.93827:7.16934:5.16613:5.17468:0.901074:1	0.267554(0.296207:0.202986:0.303471)	-5220.91	NA	NA	NA
Pa_5_8530	pseudocomata	MA	0.0139336	0.0292327	0.476644	0.00332842	3696	1041.82	2654.18	NA	66	29.8059	36.1941	NA	NA	0.018246	4.02941:7.20164:1.91976:2.07451:0.871036:1	0.266209(0.296207:0.202179:0.300242)	-5293.37	NA	NA	NA
Pa_2_8450	pauciseta	MA	0.0147167	0.0141121	1.04284	1	3345	1016.19	2328.81	NA	48	14.1597	33.8403	NA	NA	0.014533	5.52332:3.27053:2.52692:2.10734:0.478359:1	0.246131(0.276339:0.208036:0.254018)	-4761.13	NA	NA	NA
Pa_2_8450	pseudocomata	MA	0.013191	0.0216489	0.609316	0.0798958	3348	892.313	2455.69	NA	51	19.0521	31.9479	NA	NA	0.0154452	5.29473:4.66184:4.45148:4.4043:1.48635:1	0.246875(0.278571:0.210268:0.251786)	-4788.88	NA	NA	NA
Pa_2_8450	bellae-mahoneyi	MA	0.0177025	0.022046	0.802981	0.421923	3345	1151.39	2193.61	NA	63	24.9029	38.0971	NA	NA	0.0191976	4.89268:1.53403:0.580111:0.57838:0.783582:1	0.246875(0.278125:0.207589:0.254911)	-4835.45	NA	NA	NA
Pa_2_8450	pseudopauciseta	MA	0.018323	0.02857	0.641339	0.0712405	3348	879.386	2468.61	NA	69	24.6396	44.3604	NA	NA	0.0210145	4.77192:4.69324:4.34905:4.32953:1.4737:1	0.246875(0.279018:0.207143:0.254464)	-4874.57	NA	NA	NA
Pa_2_8450	pseudoanserina	MA	0.0151393	0.0255617	0.592266	0.0534507	3339	906.627	2432.37	NA	59	22.7889	36.2111	NA	NA	0.0179693	4.54376:3.83309:3.47424:3.43646:1.2162:1	0.247173(0.279464:0.208482:0.253571)	-4811.99	NA	NA	NA
Pa_2_8450	comata	MA	0.0169466	0.0234855	0.721578	0.193365	3309	914.19	2394.81	NA	61	21.1055	39.8945	NA	NA	0.0187532	3.90709:3.66652:2.57455:2.55677:0.843683:1	0.238095(0.264732:0.204018:0.245536)	-4779.51	NA	NA	NA
Pa_5_12630	pauciseta	MA	1.089e-06	0.001089	0.001	0	3201	915.993	2285.01	NA	1	0.997512	0.00248836	NA	NA	0.000312402	30:18.6704:18.6312:18.6312:0.01:1	0.246113(0.26819:0.205224:0.264925)	-4289.8	NA	NA	NA
Pa_5_12630	pseudopauciseta	MA	0.0127623	0.025818	0.494316	0.00949845	3198	841.586	2356.41	NA	51	21.392	29.608	NA	NA	0.016198	1.78952:1.8911:1.22317:1.39707:0.23632:1	0.24518(0.265392:0.205224:0.264925)	-4589.4	NA	NA	NA
Pa_5_12630	pseudocomata	MA	0.0167498	0.0259641	0.645114	0.102964	3186	834.284	2351.72	NA	60	21.2881	38.7119	NA	NA	0.0191626	3.05747:3.05929:2.3478:2.34943:0.956175:1	0.243004(0.263526:0.202425:0.26306)	-4618.13	NA	NA	NA
Pa_5_12630	pseudoanserina	MA	0.0171568	0.0340623	0.503689	0.0603848	1206	311.837	894.163	NA	25	10.228	14.772	NA	NA	0.0215281	2.1029:1.56089:1.93339:2.02437:1.46138:1	0.0912624(0.0984142:0.0816231:0.09375)	-1785.48	NA	NA	NA
Pa_5_12630	bellae-mahoneyi	MA	0.026438	0.0386642	0.683784	0.0869324	3120	801.662	2318.34	NA	90	30.2272	59.7728	NA	NA	0.0295794	2.43851:2.42487:2.00571:2.0946:0.775985:1	0.238184(0.259795:0.197761:0.256996)	-4670.47	NA	NA	NA
Pa_5_12630	comata	MA	0.0196528	0.0233792	0.840612	0.492256	3192	943.688	2248.31	NA	65	21.6469	43.3531	NA	NA	0.0207545	4.10523:2.68475:1.14746:1.41798:1.27406:1	0.232276(0.247668:0.193097:0.256063)	-4644.42	NA	NA	NA
Pa_6_1090	pauciseta	MA	0.00633	0.0197875	0.319899	2.81145e-05	6561	1373.96	5187.04	NA	58	26.2717	31.7283	NA	NA	0.00914817	11.0459:11.2728:10.0123:10.0002:2.21995:1	0.270672(0.267017:0.188214:0.356784)	-9011.31	NA	NA	NA
Pa_6_1090	pseudocomata	MA	0.00657492	0.0233514	0.281565	7.53238e-07	6561	1369.8	5191.2	NA	64	30.9619	33.0381	NA	NA	0.0100775	2.80372:3.78623:1.40091:1.42866:0.904989:1	0.270367(0.266788:0.188899:0.355413)	-9047.68	NA	NA	NA
Pa_6_1090	pseudopauciseta	MA	0.00797108	0.0245578	0.324585	1.88389e-06	6561	1412.92	5148.08	NA	73	33.4455	39.5545	NA	NA	0.011543	7.47432:7.43991:5.58026:5.5899:1.50004:1	0.270062(0.26656:0.188899:0.354728)	-9096.92	NA	NA	NA
Pa_6_1090	pseudoanserina	MA	0.00732036	0.0228238	0.320734	5.04213e-06	6561	1452.03	5108.97	NA	68	31.9473	36.0527	NA	NA	0.0107514	7.55923:7.06764:4.94928:5.01274:1.19011:1	0.26991(0.266103:0.188442:0.355185)	-9065.74	NA	NA	NA
Pa_6_1090	bellae-mahoneyi	MA	0.00589459	0.0315014	0.187122	1.09001e-12	6561	1392.2	5168.8	NA	72	42.4848	29.5152	NA	NA	0.0113282	8.68681:14.7898:2.99903:3.24267:2.82756:1	0.269606(0.267017:0.188442:0.353358)	-9072.33	NA	NA	NA
Pa_6_1090	comata	MA	0.00544362	0.021552	0.252581	2.94251e-07	6561	1372.5	5188.5	NA	56	28.6468	27.3532	NA	NA	0.00881333	7.88056:9.9773:5.54152:5.69857:2.09808:1	0.241434(0.243719:0.167428:0.313157)	-9001.95	NA	NA	NA
Pa_5_10920	pauciseta	MA	0.0121538	0.0320022	0.379782	4.42666e-05	4050	1068.67	2981.33	NA	69	33.5032	35.4968	NA	NA	0.0173912	4.01003:4.28103:3.16981:3.55146:0.457565:1	0.262257(0.306726:0.214708:0.265336)	-5809.64	NA	NA	NA
Pa_5_10920	pseudopauciseta	MA	0.0472379	0.0543455	0.869214	0.457113	2457	682.218	1774.78	NA	116	35.5692	80.4308	NA	NA	0.0492114	3.68864:3.2098:2.19419:2.37641:0.876945:1	0.159029(0.184405:0.13932:0.153363)	-3857.07	NA	NA	NA
Pa_5_10920	pseudoanserina	MA	0.0432328	0.0534179	0.809332	0.27009	2463	668.018	1794.98	NA	109	34.334	74.666	NA	NA	0.0459952	3.50102:3.24826:2.51677:2.65889:0.829914:1	0.160138(0.185514:0.140429:0.154472)	-3844.88	NA	NA	NA
Pa_5_10920	pseudocomata	MA	0.0310032	0.0305246	1.01568	1	3252	887.667	2364.33	NA	98	26.4486	71.5514	NA	NA	0.0308726	3.71086:2.83264:2.44852:2.49969:1.12973:1	0.215324(0.252402:0.18034:0.21323)	-4871.65	NA	NA	NA
Pa_5_10920	comata	MA	0.0190885	0.0312541	0.610753	0.0256026	4050	1037.71	3012.29	NA	88	31.7355	56.2645	NA	NA	0.0222056	5.74345:5.78523:5.51252:5.61046:1.88306:1	0.247352(0.288248:0.203991:0.249815)	-5923.44	NA	NA	NA
nwd4	pauciseta	MA	0.0112446	0.0188461	0.596653	0.0437177	4719	1276.85	3442.15	NA	62	23.7687	38.2313	NA	NA	0.0133014	3.31758:4.94682:2.31534:2.30208:0.550304:1	0.246716(0.272167:0.205665:0.262315)	-6724.68	NA	NA	NA
nwd4	comata	MA	0.0122167	0.0235185	0.51945	0.0056327	4719	1371.24	3347.76	NA	72	31.7433	40.2567	NA	NA	0.0155008	3.35859:5.99375:0.93805:0.976302:0.940161:1	0.241482(0.262623:0.20351:0.258313)	-6766.37	NA	NA	NA
nwd4	bellae-mahoneyi	MA	0.0316973	0.0332966	0.951967	0.756792	3810	1074.06	2735.94	NA	119	34.7453	84.2547	NA	NA	0.0321481	2.58122:3.43377:1.1937:1.21777:0.604479:1	0.196223(0.217365:0.169027:0.202278)	-5752.73	NA	NA	NA
nwd4	pseudopauciseta	MA	0.00656357	0.0416253	0.157682	0	210	50.999	159.001	NA	3	2.01125	0.988751	NA	NA	0.0150784	7.4038:4.49677:16.6711:16.6513:21.1887:1	0.0111864(0.0120074:0.010468:0.0110837)	-303.061	NA	NA	NA
nwd4	pseudoanserina	MA	0.0134239	0.0183982	0.729633	0.560562	210	51.8589	158.141	NA	3	0.930238	2.06976	NA	NA	0.0146523	13.1296:14.9417:25.6643:24.6916:22.7234:1	0.0108785(0.0110837:0.010468:0.0110837)	-304.905	NA	NA	NA
nwd4	pseudocomata	MA	0.437375	2.66763	0.163957	0	4617	1164.73	3452.27	NA	1927	1296.8	630.203	NA	NA	1	1.20052:1.53629:0.660219:0.916627:0.56426:1	0.248871(0.263855:0.212438:0.27032)	-11115.5	NA	NA	NA
Pa_5_7640	pauciseta	MA	0.000566024	0.000723081	0.782795	0.181144	4905	1432.56	3472.44	NA	3	1.03539	1.96461	NA	NA	0.000611894	2.88438:2.82461:1.30187:1.30187:0.01:1	0.256058(0.274588:0.222053:0.271533)	-6604.71	NA	NA	NA
Pa_5_7640	bellae-mahoneyi	MA	0.0115386	0.0265622	0.434397	0.000306689	4905	1304.59	3600.41	NA	75	34.1088	40.8912	NA	NA	0.0155344	2.81618:2.80315:2.06968:2.07238:0.879326:1	0.254632(0.274588:0.221136:0.268173)	-7033	NA	NA	NA
Pa_5_7640	pseudocomata	MA	0.00788044	0.0280678	0.280765	1.67741e-07	4905	1305.83	3599.17	NA	64	36.0797	27.9203	NA	NA	0.0132548	3.78146:3.24907:2.57862:2.93572:1.44649:1	0.255345(0.27306:0.220831:0.272144)	-6963.64	NA	NA	NA
Pa_1_400	pauciseta	MA	0.0189072	0.0241273	0.783643	0.277626	4395	1210.62	3184.38	NA	88	28.7462	59.2538	NA	NA	0.0203451	2.46516:2.46988:1.91262:1.94656:0.583137:1	0.253691(0.278523:0.227181:0.255369)	-6449.92	NA	NA	NA
Pa_1_400	pseudocomata	MA	0.0261721	0.0251337	1.04132	0.914917	4380	1234.11	3145.89	NA	111	30.3739	80.6261	NA	NA	0.0258796	3.58982:3.60664:2.51563:2.5192:0.588124:1	0.255034(0.276846:0.230201:0.258054)	-6534.68	NA	NA	NA
Pa_1_400	pseudopauciseta	MA	0.0328122	0.0336776	0.974304	0.842875	4041	1135.04	2905.96	NA	130	37.2021	92.7979	NA	NA	0.0330553	3.73305:3.51538:2.59492:2.7457:0.611131:1	0.236801(0.256711:0.213423:0.240268)	-6150.2	NA	NA	NA
Pa_1_400	pseudoanserina	MA	0.031508	0.0315741	0.997906	1	4038	1129.57	2908.43	NA	124	34.7395	89.2605	NA	NA	0.0315265	4.55301:4.23752:3.28455:3.55489:0.859015:1	0.236801(0.25604:0.213423:0.24094)	-6119.38	NA	NA	NA
Pa_1_400	bellae-mahoneyi	MA	0.0384183	0.0355382	1.08104	0.746454	3012	853.498	2158.5	NA	110	29.4593	80.5407	NA	NA	0.0376021	2.58735:2.46201:1.82757:1.83486:0.67504:1	0.174609(0.197987:0.153691:0.172148)	-4630.95	NA	NA	NA
