PFAM	Description	Type	Subset_Count	total_PFAMs_subset	total_genes_subset	Rest_Count	total_PFAMs_rest	total_genes_rest	Odds_ratio	P_Value	P_Value_Adj
PF08325	WLM domain	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF17648	Luciferase domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF02178	AT hook motif	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF05064	Nsp1-like C-terminal region	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01536	Adenosylmethionine decarboxylase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF10377	Autophagy-related protein 11	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00638	RanBP1 domain	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF24344	PH domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08238	Sel1 repeat	Other	0	172	181	6	10809	10903	0.0000	1.0	1.0
PF13361	UvrD-like helicase C-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01177	Asp/Glu/Hydantoin racemase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF14792	DNA polymerase beta palm	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF05345	Putative Ig domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF24245	INO80 complex subunit F	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF14604	Variant SH3 domain	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF07061	Swi5	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF13534	4Fe-4S dicluster domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04212	MIT (microtubule interacting and transport) domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF13640	2OG-Fe(II) oxygenase superfamily	Other	0	172	181	7	10809	10903	0.0000	1.0	1.0
PF05182	Fip1 motif	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF11640	Telomere-length maintenance and DNA damage repair	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04108	Autophagy protein ATG17-like domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF07728	AAA domain (dynein-related subfamily)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF05630	Necrosis inducing protein (NPP1)	Other	0	172	181	5	10809	10903	0.0000	1.0	1.0
PF00332	Glycosyl hydrolases family 17	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF13508	Acetyltransferase (GNAT) domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF24587	Domain of unknown function (DUF7612)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF10350	THADA/TRM732, DUF2428	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF14533	Ubiquitin-specific protease C-terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF19314	Family of unknown function (DUF5917)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF10358	N-terminal C2 in EEIG1 and EHBP1 proteins	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF23239	Domain of unknown function (DUF7069)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF17403	Nrap protein PAP/OAS-like domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12812	PDZ-like domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF25345	PH domain found in exocyst complex component Exo84	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF13768	von Willebrand factor type A domain	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF02755	RPEL repeat	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF19305	MmgE/PrpD C-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF14392	Zinc knuckle	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF22466	PSF3 N-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF05768	Glutaredoxin-like domain (DUF836)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01428	AN1-like Zinc finger	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF03639	Glycosyl hydrolase family 81 N-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF06415	BPG-independent PGAM N-terminus (iPGM_N)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02765	Telomeric single stranded DNA binding POT1/CDC13	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF23190	TRPY1 N-terminal linker helical domain	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF02906	Iron only hydrogenase large subunit, C-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04752	ChaC-like protein	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00561	alpha/beta hydrolase fold	Other	0	172	181	27	10809	10903	0.0000	1.0	1.0
PF09598	Stm1	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF25563	E3 ubiquitin-protein ligase synoviolin-like, TPR repeats	NLR-associated	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF16879	C-terminal domain of Sin3a protein	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF21203	ER membrane protein complex subunit 10	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04571	lipin, N-terminal conserved region	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF05839	Apc13p protein	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09811	Essential protein Yae1, N terminal	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF00436	Single-strand binding protein family	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09337	H2C2 zinc finger	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01648	4'-phosphopantetheinyl transferase superfamily	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF24513	Domain of unknown function (DUF7593)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF17667	Fungal protein kinase	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF02772	S-adenosylmethionine synthetase, central domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08969	USP8 dimerisation domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12871	Pre-mRNA-splicing factor 38-associated hydrophilic C-term	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09729	Gti1/Pac2 family	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF21269	Trehalose synthase, N-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF25794	Sacsin domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08069	Ribosomal S13/S15 N-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03501	Plectin/S10 domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08214	Histone acetylation protein	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01722	BolA-like protein	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF06367	Diaphanous FH3 Domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02636	Putative S-adenosyl-L-methionine-dependent methyltransferase	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF10180	WKF domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00282	Pyridoxal-dependent decarboxylase conserved domain	Other	0	172	181	5	10809	10903	0.0000	1.0	1.0
PF03226	Yippee zinc-binding/DNA-binding /Mis18, centromere assembly	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF11578	Protein of unknown function (DUF3237)	Other	0	172	181	6	10809	10903	0.0000	1.0	1.0
PF21877	PH domain-like	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF14228	Cell morphogenesis central region	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12436	ICP0-binding domain of Ubiquitin-specific protease 7	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04100	Vps53, N-terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF21408	Exosome RNA helicase MTR4-like, stalk	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF08584	Ribonuclease P 40kDa (Rpp40) subunit	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09180	Prolyl-tRNA synthetase, C-terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF13358	DDE superfamily endonuclease	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01595	Cyclin M transmembrane N-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04248	Domain of unknown function (DUF427)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF20977	Glutamyl-tRNA(Gln) amidotransferase subunit F	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00329	Respiratory-chain NADH dehydrogenase, 30 Kd subunit	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01878	EVE domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12222	Peptide N-acetyl-beta-D-glucosaminyl asparaginase amidase A	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04153	NOT2/NOT3/NOT5 C-terminal	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF01180	Dihydroorotate dehydrogenase	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF10342	Kre9/KNH-like N-terminal Ig-like domain	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF08445	FR47-like protein	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03911	Sec61beta family	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12848	ABC transporter	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF22422	Mannosylglycerate hydrolase MGH1-like glycoside hydrolase domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00478	IMP dehydrogenase / GMP reductase domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00830	Ribosomal L28 family	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01813	ATP synthase subunit D	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04627	Mitochondrial ATP synthase epsilon chain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF18795	DNA mismatch repair protein HSM3, N terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF24800	Domain of unknown function (DUF7702)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF17784	Sulfotransferase domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF13813	Membrane bound O-acyl transferase family	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF02115	RHO protein GDP dissociation inhibitor	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF23231	Pre-mRNA-splicing factor Syf1/CRNKL1 C-terminal HAT repeat	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF08538	Protein of unknown function (DUF1749)	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF02550	Acetyl-CoA hydrolase/transferase N-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12054	Domain of unknown function (DUF3535)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF25669	MUG190-like SMP domain	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF23147	NAD-dependent glutamate dehydrogenase, N-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF07989	Centrosomin N-terminal motif 1	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF09088	MIF4G like	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12597	Cytochrome c oxidase assembly protein COX20	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12751	Vacuolar segregation subunit 7	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00303	Thymidylate synthase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF05011	Lariat debranching enzyme, C-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01323	DSBA-like thioredoxin domain	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF05721	Phytanoyl-CoA dioxygenase (PhyH)	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF01597	Glycine cleavage H-protein	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03661	Transmembrane protein 33/Nucleoporin POM33	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09280	XPC-binding domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF13507	CobB/CobQ-like glutamine amidotransferase domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00773	RNB domain	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF03919	mRNA capping enzyme, C-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF15410	Pleckstrin homology domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF25080	RING zinc finger-like domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00326	Prolyl oligopeptidase family	Other	0	172	181	5	10809	10903	0.0000	1.0	1.0
PF01633	Choline/ethanolamine kinase	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF17207	MCM OB domain	Other	0	172	181	6	10809	10903	0.0000	1.0	1.0
PF05859	Mis12 protein	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09802	Preprotein translocase subunit Sec66	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08079	Ribosomal L30 N-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09365	Conserved hypothetical protein (DUF2461)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08587	Ubiquitin associated domain (UBA)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03828	Cid1 family poly A polymerase	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF05180	DNL zinc finger	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF23469	KH-domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF00162	Phosphoglycerate kinase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01191	RNA polymerase Rpb5, C-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02990	Endomembrane protein 70	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01546	Peptidase family M20/M25/M40	Other	0	172	181	7	10809	10903	0.0000	1.0	1.0
PF01257	Thioredoxin-like [2Fe-2S] ferredoxin	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01095	Pectinesterase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03134	TB2/DP1, HVA22 family	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF08711	TFIIS helical bundle-like domain	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF18011	C-terminal domain found in long catalases	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01434	Peptidase family M41	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF11969	Scavenger mRNA decapping enzyme C-term binding	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF04438	HIT zinc finger	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF17799	Rrp7 RRM-like N-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF16420	Ubiquitin-like modifier-activating enzyme ATG7 N-terminus	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04430	Protein of unknown function (DUF498/DUF598)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12815	Spt5 C-terminal nonapeptide repeat binding Spt4	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF11702	Protein of unknown function (DUF3295)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02230	Phospholipase/Carboxylesterase	Other	0	172	181	6	10809	10903	0.0000	1.0	1.0
PF00702	haloacid dehalogenase-like hydrolase	Other	0	172	181	24	10809	10903	0.0000	1.0	1.0
PF00102	Protein-tyrosine phosphatase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03095	Phosphotyrosyl phosphate activator (PTPA) protein	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF06747	CHCH domain	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF04420	CHD5-like protein	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF15459	60S ribosome biogenesis protein Rrp14	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02358	Trehalose-phosphatase	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF03029	Conserved hypothetical ATP binding protein	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF05221	S-adenosyl-L-homocysteine hydrolase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF13622	Acyl-CoA thioesterase N-terminal domain	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF22336	RhiE-like, KS-MAT linker domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00793	DAHP synthetase I family	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF12331	Rad26-like, helical repeats	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF11911	Protein of unknown function (DUF3429)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04049	Anaphase promoting complex subunit 8 / Cdc23	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09320	Domain of unknown function (DUF1977)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02386	Cation transport protein	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF03561	Allantoicase repeat	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12862	Anaphase-promoting complex subunit 5	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF10513	Enhancer of polycomb-like	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF00335	Tetraspanin family	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF23925	ELP1 alpha-solenoid	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09243	Mitochondrial small ribosomal subunit Rsm22	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01907	Ribosomal protein L37e	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF11838	ERAP1-like C-terminal domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF21121	Nucleoporin Nup49 C-terminal helical region	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF05433	Glycine zipper 2TM domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF10042	Uncharacterized conserved protein (DUF2278)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF13369	Transglutaminase-like superfamily	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF13181	Tetratricopeptide repeat	NLR-associated	0	172	181	10	10809	10903	0.0000	1.0	1.0
PF16113	Enoyl-CoA hydratase/isomerase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF25353	Second PH domain in LRR-containing protein	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04084	Origin recognition complex subunit 2 RecA-like domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF13831	PHD-finger	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF05462	Slime mold cyclic AMP receptor	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF20645	Rrn7/TAF1B, C-terminal cyclin domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04442	Cytochrome c oxidase assembly protein CtaG/Cox11	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04303	PrpF protein	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08574	Transcription factor Iwr1	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12660	Putative zinc-finger of transcription factor IIIC complex	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04696	pinin/SDK/memA/ protein conserved region	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08606	Prp19/Pso4-like	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03450	CO dehydrogenase flavoprotein C-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00654	Voltage gated chloride channel	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF16862	Glycosyl hydrolase family 79 C-terminal beta domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF03371	PRP38 family	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF23868	Mmc1 C-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF10346	Conidiation protein 6	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF16528	Exocyst component 84 C-terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF15963	Myb DNA-binding like	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00570	HRDC domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF21678	Csf1 N-terminal region	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01987	Mitochondrial biogenesis AIM24	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF21730	Vma22/CCDC115	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00888	Cullin family	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF03446	NAD binding domain of 6-phosphogluconate dehydrogenase	Other	0	172	181	6	10809	10903	0.0000	1.0	1.0
PF16211	C-terminus of histone H2A	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF22980	Myb-like DNA-binding domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF13714	Phosphoenolpyruvate phosphomutase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF13091	PLD-like domain	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF02170	PAZ domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04548	AIG1 family	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF23241	PRP39 C-terminal HAT repeat	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF01150	GDA1/CD39 (nucleoside phosphatase) family	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF10374	Telomerase activating protein Est1	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02417	Chromate transporter	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF01084	Ribosomal protein S18	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03462	PCRF domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08737	Rgp1	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01118	Semialdehyde dehydrogenase, NAD binding domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF05821	NADH-ubiquinone oxidoreductase ASHI subunit (CI-ASHI or NDUFB8)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF23615	MIT1 Chromo domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02574	Homocysteine S-methyltransferase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04987	Phosphatidylinositolglycan class N (PIG-N)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF24048	NXF1/2/3/5 leucine-rich repeat domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03475	YiiM-like, 3-alpha helix domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02181	Formin Homology 2 Domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF13188	PAS domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF10537	ATP-utilising chromatin assembly and remodelling N-terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09785	Prp31 C terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF20652	Exocyst complex component Sec8 C-terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03836	RasGAP C-terminus	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF01248	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family	Other	0	172	181	5	10809	10903	0.0000	1.0	1.0
PF03985	Paf1	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF05285	SDA1, conserved domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08557	Sphingolipid Delta4-desaturase (DES)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF14330	Domain of unknown function (DUF4387)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03372	Endonuclease/Exonuclease/phosphatase family	Other	0	172	181	7	10809	10903	0.0000	1.0	1.0
PF00547	Urease, gamma subunit	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF23465	Domain of unknown function (DUF7131)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF10340	Steryl acetyl hydrolase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00237	Ribosomal protein L22p/L17e	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF04130	Gamma tubulin complex component C-terminal	Other	0	172	181	5	10809	10903	0.0000	1.0	1.0
PF13246	Cation transport ATPase (P-type)	Other	0	172	181	13	10809	10903	0.0000	1.0	1.0
PF22586	ANCHR-like B-box zinc-binding domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF24779	UTP23 sensor motif	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00293	NUDIX domain	Other	0	172	181	17	10809	10903	0.0000	1.0	1.0
PF09288	Fungal ubiquitin-associated domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12813	XPG domain containing	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08542	Replication factor C C-terminal domain	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF09415	CENP-S associating Centromere protein X	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01590	GAF domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF02696	Protein adenylyltransferase SelO	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08385	Dynein heavy chain, N-terminal region 1	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08626	Transport protein Trs120 or TRAPPC9, TRAPP II complex subunit	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF10568	Outer mitochondrial membrane transport complex protein	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03074	Glutamate-cysteine ligase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01400	Astacin (Peptidase family M12A)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02582	RMND1/Sif2-Sif3/Mrx10, DUF155	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF08033	Sec23/Sec24 beta-sandwich domain	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF05903	PPPDE putative peptidase domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF08547	Complex I intermediate-associated protein 30 (CIA30)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF22691	Thiolase C-terminal domain-like	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03177	Non-repetitive/WGA-negative nucleoporin C-terminal	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF08700	Vps51/EXO84/COG1 N-terminal	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF11709	Mitochondrial ribosomal protein subunit	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
